Terms Appearing within 50 Words of “Plotia[s]”,,
Portion of All Occurrences,Occurrences,Term
8.33%,1,bitte
8.33%,1,derart
8.33%,1,eigenschaft
8.33%,1,einschließend
8.33%,1,erfüllen
8.33%,1,ewigkeit
8.33%,1,fremden
8.33%,1,furcht
8.33%,1,gemeinsamkeit
8.33%,1,haut
8.33%,1,heran
8.33%,1,herüber
8.33%,1,jenen
8.33%,1,mauer
8.33%,1,meeres
8.33%,1,meldete
8.33%,1,mußt
8.33%,1,nachen
8.33%,1,schlange
8.33%,1,schwarzen
8.33%,1,sinnbildes
8.33%,1,sprichst
8.33%,1,suchend
8.33%,1,ufern
8.33%,1,unmöglich
8.33%,1,unsterblichkeit
8.33%,1,varius
8.33%,1,vergönnt
8.33%,1,vers
8.33%,1,verwandlung
8.33%,1,wahrscheinlich
8.33%,1,wesen
8.33%,1,zeichen
8.33%,1,zumindest
8.27%,22,nun
8.26%,9,niemals
8.20%,5,ewig
8.20%,5,gesicht
8.16%,12,wissen
8.16%,55,auch
8.11%,6,grenze
8.11%,3,mitte
8.00%,4,jenseits
8.00%,2,beides
8.00%,2,bett
8.00%,2,bringen
8.00%,2,gehalten
8.00%,2,inmitten
8.00%,2,tier
8.00%,2,unfähig
7.96%,16,augustus
7.94%,5,kam
7.89%,3,macht
7.89%,3,zimmer
7.84%,4,ende
7.69%,10,ob
7.69%,6,würde
7.69%,4,gut
7.69%,3,deinen
7.69%,2,geradezu
7.69%,2,gesagt
7.69%,2,nämliche
7.69%,2,unendlichen
7.69%,1,blut
7.69%,1,durchaus
7.69%,1,enthalten
7.69%,1,erwartete
7.69%,1,folgen
7.69%,1,gehoben
7.69%,1,genügt
7.69%,1,herum
7.69%,1,innern
7.69%,1,jählings
7.69%,1,kreise
7.69%,1,kuppel
7.69%,1,leer
7.69%,1,leiser
7.69%,1,namens
7.69%,1,schlug
7.69%,1,schöne
7.69%,1,sollten
7.69%,1,verändert
7.69%,1,verlangt
7.69%,1,wachsen
7.69%,1,wachsenden
7.69%,1,zuerst
7.64%,45,hatte
7.63%,9,dann
7.62%,8,mußte
7.58%,15,zeit
7.58%,5,lachen
7.58%,5,willen
7.55%,174,es
7.55%,4,blieb
7.53%,7,wer
7.50%,6,recht
7.50%,6,sei
7.50%,3,einander
7.50%,3,keinen
7.50%,3,welcher
7.49%,20,dir
7.41%,16,gewesen
7.41%,2,allerdings
7.41%,2,boden
7.35%,5,andere
7.32%,12,man
7.32%,3,zufall
7.29%,7,sondern
7.27%,4,lag
7.20%,27,doch
7.18%,128,zu
7.16%,33,sein
7.14%,4,sehnsucht
7.14%,3,daran
7.14%,2,endlich
7.14%,2,kannst
7.14%,2,spürte
7.14%,2,strom
7.14%,2,wiedergeburt
7.14%,1,aufgerichtet
7.14%,1,ausgang
7.14%,1,blieben
7.14%,1,deutlich
7.14%,1,eigen
7.14%,1,einfach
7.14%,1,fand
7.14%,1,furchtbar
7.14%,1,gefilde
7.14%,1,geführt
7.14%,1,geheimnis
7.14%,1,gelangen
7.14%,1,gemeinsamen
7.14%,1,gespannt
7.14%,1,gewußt
7.14%,1,irgendwo
7.14%,1,kandelaber
7.14%,1,mäcenas
7.14%,1,meines
7.14%,1,nahm
7.14%,1,obschon
7.14%,1,schönen
7.14%,1,steinern
7.14%,1,unbeweglich
7.14%,1,zwischenreich
7.10%,24,vor
7.06%,108,nicht
7.02%,4,mag
6.98%,3,ebenso
6.98%,3,ferne
6.96%,79,von
6.94%,55,so
6.90%,10,keine
6.90%,4,jeder
6.90%,2,damals
6.90%,2,genug
6.90%,2,schwebte
6.90%,2,verloren
6.85%,33,da
6.82%,6,zugleich
6.82%,3,her
6.82%,3,letzte
6.82%,3,warten
6.80%,27,nichts
6.77%,13,schon
6.77%,355,und
6.77%,9,dieser
6.76%,10,plotius
6.75%,22,wurde
6.74%,6,sollte
6.74%,6,welche
6.72%,9,dennoch
6.67%,5,wollte
6.67%,3,form
6.67%,2,spiegel
6.67%,2,wunsch
6.67%,2,zeiten
6.67%,1,auftrag
6.67%,1,dahinter
6.67%,1,endgültig
6.67%,1,erkannt
6.67%,1,fieber
6.67%,1,gezwungen
6.67%,1,kamen
6.67%,1,klarheit
6.67%,1,land
6.67%,1,los
6.67%,1,meere
6.67%,1,mögen
6.67%,1,ruhig
6.67%,1,seiende
6.67%,1,soweit
6.67%,1,strahlend
6.67%,1,tiefsten
6.67%,1,wortes
6.65%,37,mehr
6.59%,47,wie
6.57%,9,ihnen
6.54%,149,in
6.47%,15,wenn
6.45%,36,um
6.45%,4,erst
6.45%,4,hilfe
6.45%,2,äneas
6.45%,2,befehl
6.45%,2,eigentlich
6.45%,2,grenzen
6.45%,2,stelle
6.45%,2,trotz
6.40%,8,einen
6.37%,17,vom
6.30%,8,etwas
6.27%,21,aber
6.25%,34,aus
6.25%,4,vermag
6.25%,3,tun
6.25%,3,wort
6.25%,1,ausdruck
6.25%,1,bette
6.25%,1,denken
6.25%,1,erhalten
6.25%,1,geist
6.25%,1,geöffneten
6.25%,1,heraus
6.25%,1,irgend
6.25%,1,kommt
6.25%,1,ruhte
6.25%,1,scharf
6.25%,1,stück
6.25%,1,türe
6.25%,1,unmittelbar
6.25%,1,würden
6.25%,1,zweiten
6.17%,5,licht
6.15%,4,zurück
6.15%,11,sind
6.12%,18,immer
6.12%,3,gar
6.10%,67,ist
6.06%,2,getragen
6.05%,13,seine
6.03%,31,ihm
6.01%,106,er
5.99%,10,hier
5.96%,14,einer
5.96%,254,die
5.95%,46,daß
5.93%,91,den
5.91%,14,waren
5.88%,4,weg
5.88%,3,deiner
5.88%,3,unendlich
5.88%,2,cäsars
5.88%,1,beider
5.88%,1,decke
5.88%,1,erkennt
5.88%,1,gebrochen
5.88%,1,geschieht
5.88%,1,gestirn
5.88%,1,imstande
5.88%,1,keinem
5.88%,1,kleiner
5.88%,1,lediglich
5.88%,1,letztes
5.88%,1,richtiger
5.88%,1,stummen
5.88%,1,weißt
5.88%,1,wollten
5.84%,8,lucius
5.82%,21,ihn
5.81%,5,worden
5.77%,3,leise
5.76%,54,ein
5.75%,49,mit
5.71%,6,allein
5.71%,2,davon
5.71%,2,einst
5.71%,2,hauch
5.71%,2,jene
5.60%,13,seiner
5.59%,146,das
5.58%,26,für
5.56%,17,dies
5.56%,3,darüber
5.56%,3,lebens
5.56%,3,worte
5.56%,2,plötzlich
5.56%,2,wiederum
5.56%,1,ahnen
5.56%,1,dauer
5.56%,1,dinge
5.56%,1,feuer
5.56%,1,gegeben
5.56%,1,gerufen
5.56%,1,gleichgewicht
5.56%,1,hingebreitet
5.56%,1,innerste
5.56%,1,lichtes
5.56%,1,lied
5.56%,1,liegt
5.56%,1,tiefen
5.56%,1,verhaftet
5.56%,1,vorher
5.56%,1,wegen
5.52%,25,nur
5.50%,6,einmal
5.50%,51,als
5.48%,4,eigenen
5.48%,4,hinter
5.43%,5,seines
5.43%,86,sich
5.41%,8,unter
5.41%,2,dunkelheit
5.41%,2,sonst
5.41%,2,spiel
5.36%,3,bleiben
5.36%,3,gleichsam
5.28%,17,werden
5.27%,42,im
5.26%,7,habe
5.26%,4,konnte
5.26%,1,einzige
5.26%,1,geheimnisvoll
5.26%,1,nennen
5.26%,1,rieseln
5.26%,1,roms
5.26%,1,schaffen
5.26%,1,umfangen
5.26%,1,verlockung
5.24%,12,was
5.22%,6,dessen
5.17%,3,ließ
5.15%,40,noch
5.13%,2,überhaupt
5.13%,2,vater
5.12%,17,selber
5.08%,24,zum
5.08%,13,einem
5.06%,4,je
5.06%,30,auf
5.05%,242,der
5.00%,5,also
5.00%,3,geschehen
5.00%,3,wenig
5.00%,2,darauf
5.00%,2,sonne
5.00%,1,antlitz
5.00%,1,art
5.00%,1,friede
5.00%,1,gesang
5.00%,1,gnade
5.00%,1,jeher
5.00%,1,rückkehr
5.00%,1,sänfte
5.00%,1,statt
4.97%,9,wirklichkeit
4.96%,14,wieder
4.96%,12,ihrer
4.88%,4,letzten
4.88%,2,dichter
4.88%,2,mutter
4.88%,2,sterben
4.88%,2,zwar
4.84%,3,bleibt
4.76%,2,andern
4.76%,2,hinaus
4.76%,2,jedes
4.76%,1,alls
4.76%,1,äußersten
4.76%,1,beim
4.76%,1,leuchten
4.76%,1,müßte
4.76%,1,sanft
4.76%,1,sofort
4.76%,1,traume
4.75%,68,dem
4.71%,4,kann
4.65%,2,dabei
4.62%,26,an
4.56%,84,des
4.55%,4,neue
4.55%,2,gott
4.55%,2,irdisch
4.55%,2,tode
4.55%,1,arbeit
4.55%,1,endlos
4.55%,1,immerdar
4.55%,1,solchen
4.55%,1,volke
4.55%,1,völlig
4.48%,3,erde
4.44%,2,geschah
4.41%,6,dieses
4.41%,6,haben
4.38%,6,am
4.35%,6,all
4.35%,4,namen
4.35%,3,wollen
4.35%,1,anders
4.35%,1,bestand
4.35%,1,finsternis
4.35%,1,gerne
4.35%,1,hörte
4.35%,1,wasser
4.32%,7,hast
4.29%,3,tat
4.27%,5,sogar
4.21%,22,zur
4.20%,11,oder
4.19%,16,eine
4.17%,2,arzt
4.17%,2,menschliche
4.17%,1,getan
4.17%,1,gleichzeitigkeit
4.17%,1,hoch
4.17%,1,innersten
4.17%,1,jeden
4.17%,1,jungen
4.17%,1,sagen
4.17%,1,ursprung
4.11%,3,augen
4.00%,4,knabe
4.00%,2,ihres
4.00%,2,oben
4.00%,2,octavian
4.00%,1,durchsichtig
4.00%,1,einsamkeit
4.00%,1,erreicht
4.00%,1,göttlichen
4.00%,1,körper
4.00%,1,längst
4.00%,1,machen
4.00%,1,manchmal
4.00%,1,nehmen
4.00%,1,stummheit
4.00%,1,vorhanden
3.92%,2,sah
3.85%,5,trotzdem
3.85%,2,beide
3.85%,2,jener
3.85%,1,erste
3.85%,1,frieden
3.85%,1,hiezu
3.85%,1,unbewegt
3.82%,11,denn
3.79%,5,bloß
3.77%,2,angst
3.77%,2,denen
3.77%,2,wurden
3.70%,4,weiter
3.70%,3,gegen
3.70%,2,allen
3.70%,1,durchsichtigkeit
3.70%,1,oft
3.70%,1,schier
3.68%,5,diese
3.66%,3,nochmals
3.57%,4,schönheit
3.57%,1,bestimmt
3.57%,1,draußen
3.57%,1,groß
3.57%,1,neuen
3.57%,1,schlaf
3.57%,1,sprechen
3.57%,1,sterne
3.53%,3,kunst
3.51%,2,während
3.45%,12,wird
3.45%,2,kraft
3.45%,1,geöffnet
3.45%,1,jeglicher
3.45%,1,minder
3.39%,2,aufs
3.33%,4,irdischen
3.33%,2,unten
3.33%,1,brust
3.33%,1,fühlte
3.30%,3,welt
3.28%,2,willst
3.27%,5,nacht
3.23%,1,außerhalb
3.23%,1,daher
3.23%,1,wein
3.17%,2,menschlichen
3.16%,3,deren
3.13%,2,freilich
3.13%,1,schweigen
3.08%,4,eines
3.08%,2,darf
3.08%,2,darum
3.06%,3,sprache
3.06%,7,nach
3.03%,2,gab
3.03%,1,fenster
3.03%,1,verse
2.99%,2,stets
2.98%,7,alles
2.96%,5,weil
2.94%,1,begann
2.94%,1,stimmen
2.86%,1,diesen
2.86%,1,herz
2.78%,2,soll
2.70%,1,aufgabe
2.67%,2,seins
2.63%,2,werde
2.56%,1,einzigen
2.56%,1,flucht
2.56%,1,frage
2.56%,1,genau
2.56%,1,seit
2.50%,1,ersten
2.50%,1,gerade
2.50%,1,gleich
2.50%,1,lange
2.50%,1,tag
2.48%,4,alle
2.48%,4,erkenntnis
2.47%,2,erinnerung
2.41%,2,bereits
2.38%,1,sehen
2.33%,2,eben
2.30%,2,wußte
2.27%,1,jedem
2.25%,2,schöpfung
2.22%,3,bis
2.22%,3,damit
2.22%,2,äneis
2.22%,1,erfüllt
2.22%,1,mochte
2.22%,1,solcher
2.22%,1,steht
2.17%,1,wirklich
2.13%,1,traum
2.04%,1,solch
2.04%,1,weder
1.92%,1,tiefe
1.89%,1,leere
1.87%,4,hat
1.85%,1,volk
1.82%,1,weit
1.77%,2,muß
1.71%,3,menschen
1.69%,1,hoffnung
1.59%,1,raum
1.35%,1,werk
1.33%,1,dichtung
1.20%,1,götter
1.09%,1,einheit
,4979,TOTAL (Ts)
